time,height,v_z,pitch,power_kw,fuel_kg,weight_kg
184.0,84.0,1.0,8.972540751932359,369.4739304883327,312.50165579435827,2236.932257168404
185.0,85.0,1.0,8.973020375737692,369.4692050153052,312.44736434728793,2236.8779657213336
186.0,86.0,1.0,8.973500041308164,369.46448046378174,312.3930735944642,2236.8236749685097
187.0,87.0,1.0,8.97397974864805,369.45975683419334,312.33878353575165,2236.769384909797
188.0,88.0,1.0,8.97445949776256,369.4550341261055,312.2844941710148,2236.71509554506
189.0,89.0,1.0,8.974939288654243,369.4503123396068,312.2302055001182,2236.6608068741634
190.0,90.0,1.0,8.975419121328708,369.44559147475087,312.17591752292645,2236.606518896972
191.0,91.0,1.0,8.97589899579019,369.4408715313881,312.12163023930424,2236.5522316133497
192.0,92.0,1.0,8.97637891204391,369.4361525095466,312.067343649116,2236.4979450231617
193.0,93.0,1.0,8.976858870092437,369.4314344092009,312.0130577522265,2236.443659126272
194.0,94.0,1.0,8.977338869941088,369.4267172303863,311.9587725485001,2236.389373922546
195.0,95.0,1.0,8.977818911594492,369.4220009729767,311.9044880378016,2236.335089411847
196.0,96.0,1.0,8.978298995056875,369.4172856370535,311.85020421999553,2236.280805594041
197.0,97.0,1.0,8.97877912033313,369.4125712223922,311.79592109494644,2236.2265224689922
198.0,98.0,1.0,8.979259287426517,369.4078577292434,311.741638662519,2236.1722400365647
199.0,99.0,1.0,8.979739496341583,369.4031451572446,311.6873569225778,2236.1179582966233
200.0,100.0,1.0,8.980219747083902,369.3984335066785,311.6330758749875,2236.0636772490334
202.0,100.0,0.0,8.75038075263617,355.1697056796897,311.58088565990295,2236.0114870339485
203.0,100.0,0.0,8.750223114600145,355.1600218137244,311.52869686780866,2235.9592982418544
204.0,100.0,0.0,8.750065480323526,355.1503383410576,311.47650949864686,2235.9071108726926
205.0,100.0,0.0,8.74990784980417,355.1406552614325,311.42432355235985,2235.8549249264056
206.0,100.0,0.0,8.749750223043357,355.1309725751428,311.37213902888976,2235.802740402936
207.0,100.0,0.0,8.749592600040629,355.1212902819238,311.3199559281789,2235.750557302225
208.0,100.0,0.0,8.749434980796543,355.1116083820241,311.26777425016945,2235.6983756242153
209.0,100.0,0.0,8.749277365309323,355.10192687509715,311.2155939948036,2235.646195368849
210.0,100.0,0.0,8.74911975358002,355.09224576142236,311.1634151620237,2235.5940165360694
211.0,100.0,0.0,8.74896214560753,355.082565040695,311.11123775177185,2235.5418391258177
212.0,100.0,0.0,8.748804541392406,355.0728847131636,311.05906176399037,2235.489663138036
213.0,100.0,0.0,8.748646940934789,355.0632047786002,311.00688719862154,2235.4374885726675
214.0,100.0,0.0,8.748489344233569,355.05352523703766,310.95471405560755,2235.385315429654
215.0,100.0,0.0,8.748331751289255,355.0438460886094,310.90254233489065,2235.333143708937
216.0,100.0,0.0,8.748174162101986,355.0341673330872,310.8503720364131,2235.280973410459
217.0,100.0,0.0,8.748016576671633,355.02448897056485,310.7982031601171,2235.2288045341634
218.0,100.0,0.0,8.747858994997191,355.0148110010816,310.746035705945,2235.176637079991
219.0,100.0,0.0,8.747701417078492,355.0051334243908,310.69386967383906,2235.124471047885
220.0,100.0,0.0,8.747543842915775,354.99545624060835,310.6417050637414,2235.0723064377876
221.0,100.0,0.0,8.747386272509983,354.9857794497821,310.58954187559453,2235.0201432496406
222.0,100.0,0.0,8.747228705859428,354.97610305179603,310.5373801093405,2234.9679814833867
223.0,100.0,0.0,8.747071142964488,354.96642704677544,310.4852197649217,2234.915821138968
224.0,100.0,0.0,8.74691358382497,354.95675143435886,310.4330608422804,2234.8636622163267
225.0,100.0,0.0,8.746756028440247,354.9470762149474,310.38090334135876,2234.811504715405
226.0,100.0,0.0,8.746598476811236,354.93740138824865,310.3287472620992,2234.7593486361457
227.0,100.0,0.0,8.74644092893772,354.92772695435065,310.276592604444,2234.7071939784905
228.0,100.0,0.0,8.74628338481856,354.9180529131719,310.22443936833537,2234.655040742382
229.0,100.0,0.0,8.746125844454124,354.9083792647241,310.17228755371565,2234.6028889277627
230.0,100.0,0.0,8.745968307844251,354.8987060089861,310.1201371605271,2234.550738534574
231.0,100.0,0.0,8.745810774988822,354.8890331459395,310.06798818871204,2234.4985895627588
232.0,100.0,0.0,8.74565324588861,354.87936067562094,310.01584063821275,2234.4464420122595
233.0,100.0,0.0,8.745495720541006,354.86968859785804,309.96369450897157,2234.394295883018
234.0,100.0,0.0,8.745338198948462,354.8600169127912,309.9115498009308,2234.342151174977
235.0,100.0,0.0,8.745180681109217,354.85034562030063,309.85940651403274,2234.2900078880793
236.0,100.0,0.0,8.745023167023655,354.84067472039885,309.80726464821964,2234.237866022266
237.0,100.0,0.0,8.744865656691655,354.83100421306716,309.75512420343387,2234.1857255774803
238.0,100.0,0.0,8.744708150112995,354.8213340982811,309.70298517961777,2234.1335865536644
239.0,100.0,0.0,8.744550647288602,354.8116643760867,309.65084757671366,2234.08144895076
240.0,100.0,0.0,8.744393148216748,354.80199504636585,309.5987113946638,2234.02931276871
241.0,100.0,0.0,8.744235652896919,354.79232610907576,309.54657663341055,2233.977178007457
242.0,100.0,0.0,8.744078161330366,354.78265756428283,309.4944432928962,2233.925044666943
243.0,100.0,0.0,8.743920673516905,354.77298941196455,309.4423113730632,2233.8729127471097
244.0,100.0,0.0,8.743763189455526,354.7633216520471,309.3901808738538,2233.8207822479008
245.0,100.0,0.0,8.743605709146983,354.7536542845664,309.33805179521033,2233.768653169257
246.0,100.0,0.0,8.743448232590147,354.7439873094413,309.28592413707514,2233.7165255111217
247.0,100.0,0.0,8.74329075978582,354.73432072671034,309.2337978993906,2233.664399273437
248.0,100.0,0.0,8.743133290733502,354.72465453621896,309.181673082099,2233.6122744561458
249.0,100.0,0.0,8.742975825431886,354.71498873810043,309.12954968514276,2233.5601510591896
250.0,100.0,0.0,8.742818363883364,354.7053233323792,309.0774277084642,2233.5080290825113
251.0,100.0,0.0,8.742660906084923,354.6956583188575,309.02530715200567,2233.4559085260526
252.0,100.0,0.0,8.74250345203921,354.68599369780065,308.9731880157095,2233.403789389756
253.0,100.0,0.0,8.742346001743682,354.67632946870253,308.92107029951814,2233.351671673565
254.0,100.0,0.0,8.742188555199204,354.66666563194343,308.86895400337386,2233.2995553774203
255.0,100.0,0.0,8.742031112405614,354.6570021875022,308.81683912721905,2233.247440501266
256.0,100.0,0.0,8.741873673363207,354.64733913516073,308.7647256709962,2233.195327045043
257.0,100.0,0.0,8.741716238071474,354.6376764748764,308.71261363464754,2233.1432150086944
258.0,100.0,0.0,8.741558806529614,354.628014206814,308.66050301811543,2233.0911043921624
259.0,100.0,0.0,8.741401378738555,354.61835233090727,308.60839382134236,2233.0389951953894
260.0,100.0,0.0,8.741243954696678,354.60869084704467,308.5562860442707,2232.9868874183176
261.0,100.0,0.0,8.741086534405737,354.59902975543656,308.50417968684275,2232.9347810608897
262.0,100.0,0.0,8.740929117864722,354.589369055784,308.45207474900093,2232.8826761230475
263.0,100.0,0.0,8.740771705072852,354.57970874814026,308.39997123068764,2232.8305726047342
264.0,100.0,0.0,8.74061429603056,354.5700488325211,308.34786913184536,2232.778470505892
265.0,100.0,0.0,8.740456890737171,354.56038930876093,308.2957684524164,2232.726369826463
266.0,100.0,0.0,8.74029948919454,354.5507301773014,308.2436691923431,2232.6742705663896
267.0,100.0,0.0,8.740142091400013,354.54107143762945,308.191571351568,2232.6221727256143
268.0,100.0,0.0,8.739984697354473,354.5314130899011,308.1394749300334,2232.57007630408
269.0,100.0,0.0,8.739827307058281,354.5217551341279,308.0873799276817,2232.517981301728
270.0,100.0,0.0,8.739669920509256,354.51209757016323,308.0352863444554,2232.465887718502
271.0,100.0,0.0,8.739512537709727,354.50244039814083,307.9831941802969,2232.4137955543433
272.0,100.0,0.0,8.739355158659556,354.49278361804073,307.9311034351486,2232.361704809195
273.0,100.0,0.0,8.739197783355639,354.48312722977255,307.87901410895284,2232.309615482999
274.0,100.0,0.0,8.739040411801277,354.4734712333043,307.82692620165216,2232.2575275756985
275.0,100.0,0.0,8.73888304399489,354.46381562863957,307.77483971318895,2232.205441087235
276.0,100.0,0.0,8.73872567993481,354.4541604156641,307.72275464350565,2232.153356017552
277.0,100.0,0.0,8.738568319623333,354.4445055946218,307.6706709925447,2232.101272366591
278.0,100.0,0.0,8.738410963059808,354.4348511652357,307.61858876024843,2232.049190134295
279.0,100.0,0.0,8.738253610242722,354.42519712751414,307.5665079465594,2231.9971093206054
280.0,100.0,0.0,8.738096261172767,354.4155434816011,307.51442855142,2231.9450299254663
281.0,100.0,0.0,8.737938915850409,354.4058902272895,307.46235057477276,2231.8929519488192
282.0,100.0,0.0,8.737781574274939,354.3962373646367,307.41027401656004,2231.8408753906065
283.0,100.0,0.0,8.737624236445722,354.3865848937052,307.35819887672426,2231.7888002507707
284.0,100.0,0.0,8.737466902364089,354.3769328143411,307.30612515520795,2231.7367265292546
285.0,100.0,0.0,8.73730957202797,354.3672811266302,307.2540528519535,2231.684654226
286.0,100.0,0.0,8.737152245438166,354.35762983038614,307.2019819669034,2231.6325833409496
287.0,100.0,0.0,8.736994922595503,354.3479789258739,307.14991250000014,2231.5805138740466
288.0,100.0,0.0,8.73683760349785,354.33832841272573,307.0978444511862,2231.528445825232
289.0,100.0,0.0,8.736680288146587,354.328678291128,307.04577782040394,2231.47637919445
290.0,100.0,0.0,8.736522976540593,354.319028561226,306.9937126075959,2231.424313981642
291.0,100.0,0.0,8.73636566868014,354.30937922257493,306.94164881270456,2231.372250186751
292.0,100.0,0.0,8.736208364564147,354.2997302753221,306.88958643567247,2231.3201878097184
293.0,100.0,0.0,8.736051064195392,354.290081719741,306.837525476442,2231.268126850488
294.0,100.0,0.0,8.735893767570326,354.28043355548823,306.78546593495565,2231.216067309002
295.0,100.0,0.0,8.735736474690743,354.27078578266367,306.7334078111559,2231.1640091852023
296.0,100.0,0.0,8.735579185555997,354.2611384012167,306.6813511049853,2231.111952479032
297.0,100.0,0.0,8.735421900165948,354.2514914110148,306.6292958163863,2231.059897190433
298.0,100.0,0.0,8.735264618519965,354.2418448122329,306.5772419453014,2231.007843319348
299.0,100.0,0.0,8.735107340618868,354.23219860479827,306.5251894916731,2230.95579086572
300.0,100.0,0.0,8.73495006646203,354.2225527886612,306.47313845544386,2230.9037398294904
301.0,100.0,0.0,8.734792796048815,354.2129073637711,306.4210888365563,2230.851690210603
